tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
7/9/2015,81,32,21.0,95,22,95,O3,SEDANG,JAKARTA
7/10/2015,73,35,27.0,86,27,86,O3,SEDANG,JAKARTA
7/11/2015,70,47,26.0,77,15,77,O3,SEDANG,JAKARTA
7/12/2015,63,29,23.0,64,13,64,O3,SEDANG,JAKARTA
7/13/2015,60,31,23.0,54,11,60,PM10,SEDANG,JAKARTA
7/14/2015,70,33,25.0,53,12,70,PM10,SEDANG,JAKARTA
7/15/2015,60,32,25.0,39,12,60,PM10,SEDANG,JAKARTA
7/16/2015,55,31,21.0,45,9,55,PM10,SEDANG,JAKARTA
7/17/2015,56,31,31.0,44,8,56,PM10,SEDANG,JAKARTA
7/18/2015,52,30,22.0,58,8,58,O3,SEDANG,JAKARTA
7/19/2015,54,29,21.0,56,8,56,O3,SEDANG,JAKARTA
7/20/2015,55,30,22.0,61,9,61,O3,SEDANG,JAKARTA
7/21/2015,72,30,22.0,64,9,72,PM10,SEDANG,JAKARTA
7/22/2015,62,27,22.0,61,10,62,PM10,SEDANG,JAKARTA
7/23/2015,63,28,30.0,56,11,63,PM10,SEDANG,JAKARTA
7/24/2015,59,29,23.0,53,10,59,PM10,SEDANG,JAKARTA
7/25/2015,66,32,24.0,79,12,79,O3,SEDANG,JAKARTA
7/26/2015,110,28,27.0,80,30,110,PM10,TIDAK SEHAT,JAKARTA
7/27/2015,69,27,26.0,82,17,82,O3,SEDANG,JAKARTA
7/28/2015,65,34,26.0,66,16,66,O3,SEDANG,JAKARTA
7/29/2015,71,33,26.0,54,17,71,PM10,SEDANG,JAKARTA
7/30/2015,80,33,28.0,73,15,80,PM10,SEDANG,JAKARTA
7/31/2015,79,32,27.0,82,22,82,O3,SEDANG,JAKARTA
8/1/2015,81,32,29.0,91,20,91,O3,SEDANG,JAKARTA
8/2/2015,86,27,28.0,94,15,94,O3,SEDANG,JAKARTA
8/3/2015,67,35,25.0,69,17,69,O3,SEDANG,JAKARTA
8/4/2015,101,38,37.0,86,24,101,PM10,TIDAK SEHAT,JAKARTA
8/5/2015,91,35,21.0,73,20,91,PM10,SEDANG,JAKARTA
8/6/2015,86,34,24.0,84,19,86,PM10,SEDANG,JAKARTA
8/7/2015,62,31,19.0,88,18,88,O3,SEDANG,JAKARTA
8/8/2015,70,27,22.0,95,22,95,O3,SEDANG,JAKARTA
8/9/2015,76,30,31.0,71,20,76,PM10,SEDANG,JAKARTA
8/10/2015,68,29,23.0,59,13,68,PM10,SEDANG,JAKARTA
8/11/2015,75,29,24.0,74,15,75,PM10,SEDANG,JAKARTA
8/12/2015,66,26,21.0,74,22,74,O3,SEDANG,JAKARTA
8/13/2015,92,25,28.0,83,19,92,PM10,SEDANG,JAKARTA
8/14/2015,65,25,22.0,56,13,65,PM10,SEDANG,JAKARTA
8/15/2015,70,29,22.0,75,16,75,O3,SEDANG,JAKARTA
8/16/2015,69,27,20.0,68,11,69,PM10,SEDANG,JAKARTA
8/17/2015,72,29,18.0,77,14,77,O3,SEDANG,JAKARTA
8/18/2015,78,29,23.0,79,18,79,O3,SEDANG,JAKARTA
8/19/2015,88,29,24.0,82,16,88,PM10,SEDANG,JAKARTA
8/20/2015,94,27,25.0,92,28,94,PM10,SEDANG,JAKARTA
8/21/2015,79,29,22.0,98,22,98,O3,SEDANG,JAKARTA
8/22/2015,94,32,18.0,96,19,96,O3,SEDANG,JAKARTA
8/23/2015,97,31,22.0,77,20,97,PM10,SEDANG,JAKARTA
8/24/2015,87,33,24.0,84,21,87,PM10,SEDANG,JAKARTA
8/25/2015,96,34,25.0,102,21,102,O3,TIDAK SEHAT,JAKARTA
8/26/2015,110,35,24.0,95,26,110,PM10,TIDAK SEHAT,JAKARTA
8/27/2015,97,34,25.0,83,22,97,PM10,SEDANG,JAKARTA
8/28/2015,88,32,23.0,75,24,88,PM10,SEDANG,JAKARTA
8/29/2015,81,32,26.0,100,15,100,O3,SEDANG,JAKARTA
8/30/2015,80,30,19.0,75,13,80,PM10,SEDANG,JAKARTA
8/31/2015,69,31,19.0,105,24,105,O3,TIDAK SEHAT,JAKARTA
9/1/2015,78,34,19.0,71,24,78,PM10,SEDANG,JAKARTA
9/2/2015,86,39,23.0,70,25,86,PM10,SEDANG,JAKARTA
9/3/2015,101,37,23.0,61,21,101,PM10,TIDAK SEHAT,JAKARTA
9/4/2015,89,35,22.0,74,19,89,PM10,SEDANG,JAKARTA
9/5/2015,80,33,20.0,71,18,80,PM10,SEDANG,JAKARTA
9/6/2015,89,32,21.0,75,16,89,PM10,SEDANG,JAKARTA
9/7/2015,82,33,24.0,83,20,83,O3,SEDANG,JAKARTA
9/8/2015,86,33,25.0,102,18,102,O3,TIDAK SEHAT,JAKARTA
9/9/2015,94,31,28.0,96,23,96,O3,SEDANG,JAKARTA
9/10/2015,71,35,35.0,99,24,99,O3,SEDANG,JAKARTA
9/11/2015,70,34,25.0,79,18,79,O3,SEDANG,JAKARTA
9/12/2015,70,31,20.0,78,17,78,O3,SEDANG,JAKARTA
9/13/2015,62,29,20.0,87,13,87,O3,SEDANG,JAKARTA
9/14/2015,70,33,17.0,114,24,114,O3,TIDAK SEHAT,JAKARTA
9/15/2015,75,33,27.0,91,23,91,O3,SEDANG,JAKARTA
9/16/2015,76,31,23.0,71,17,76,PM10,SEDANG,JAKARTA
9/17/2015,96,33,24.0,80,16,96,PM10,SEDANG,JAKARTA
9/18/2015,94,31,22.0,67,14,94,PM10,SEDANG,JAKARTA
9/19/2015,100,33,23.0,68,17,100,PM10,SEDANG,JAKARTA
9/20/2015,116,30,28.0,92,19,116,PM10,TIDAK SEHAT,JAKARTA
9/21/2015,112,32,27.0,120,22,120,O3,TIDAK SEHAT,JAKARTA
9/22/2015,114,34,31.0,80,24,114,PM10,TIDAK SEHAT,JAKARTA
9/23/2015,93,37,43.0,92,26,93,PM10,SEDANG,JAKARTA
9/24/2015,98,33,40.0,95,23,98,PM10,SEDANG,JAKARTA
9/25/2015,88,32,21.0,91,19,91,O3,SEDANG,JAKARTA
9/26/2015,77,34,28.0,68,18,77,PM10,SEDANG,JAKARTA
9/27/2015,80,32,22.0,78,13,80,PM10,SEDANG,JAKARTA
9/28/2015,76,30,25.0,94,19,94,O3,SEDANG,JAKARTA
9/29/2015,105,31,30.0,69,20,105,PM10,TIDAK SEHAT,JAKARTA
9/30/2015,92,33,25.0,67,23,92,PM10,SEDANG,JAKARTA
10/1/2015,121,36,28.0,69,33,121,PM10,TIDAK SEHAT,JAKARTA
10/2/2015,107,33,33.0,57,16,107,PM10,TIDAK SEHAT,JAKARTA
10/3/2015,108,32,27.0,54,13,108,PM10,TIDAK SEHAT,JAKARTA
10/4/2015,121,33,26.0,66,11,121,PM10,TIDAK SEHAT,JAKARTA
10/5/2015,86,31,23.0,81,21,86,PM10,SEDANG,JAKARTA
10/6/2015,93,33,31.0,95,22,95,O3,SEDANG,JAKARTA
10/7/2015,78,30,31.0,97,25,97,O3,SEDANG,JAKARTA
10/8/2015,70,27,25.0,97,23,97,O3,SEDANG,JAKARTA
10/9/2015,79,29,34.0,78,22,79,PM10,SEDANG,JAKARTA
10/10/2015,80,31,36.0,69,18,80,PM10,SEDANG,JAKARTA
10/11/2015,87,32,34.0,59,11,87,PM10,SEDANG,JAKARTA
10/12/2015,80,32,26.0,92,21,92,O3,SEDANG,JAKARTA
10/13/2015,80,28,25.0,80,22,80,PM10,SEDANG,JAKARTA
10/14/2015,76,29,35.0,82,21,82,O3,SEDANG,JAKARTA
10/15/2015,89,32,30.0,75,19,89,PM10,SEDANG,JAKARTA
10/16/2015,55,34,27.0,73,24,73,O3,SEDANG,JAKARTA
10/17/2015,78,36,38.0,58,19,78,PM10,SEDANG,JAKARTA
10/18/2015,91,33,56.0,108,20,108,O3,TIDAK SEHAT,JAKARTA
10/19/2015,83,36,35.0,104,22,104,O3,TIDAK SEHAT,JAKARTA
10/20/2015,100,35,25.0,90,23,100,PM10,SEDANG,JAKARTA
10/21/2015,112,33,30.0,71,23,112,PM10,TIDAK SEHAT,JAKARTA
10/22/2015,79,34,22.0,70,16,79,PM10,SEDANG,JAKARTA
10/23/2015,93,34,28.0,86,26,93,PM10,SEDANG,JAKARTA
10/24/2015,122,34,43.0,97,25,122,PM10,TIDAK SEHAT,JAKARTA
10/25/2015,116,29,31.0,83,19,116,PM10,TIDAK SEHAT,JAKARTA
10/26/2015,121,29,34.0,84,24,121,PM10,TIDAK SEHAT,JAKARTA
10/27/2015,108,33,34.0,123,27,123,O3,TIDAK SEHAT,JAKARTA
10/28/2015,100,29,32.0,86,21,100,PM10,SEDANG,JAKARTA
10/29/2015,93,30,34.0,94,24,94,O3,SEDANG,JAKARTA
10/30/2015,92,28,35.0,77,22,92,PM10,SEDANG,JAKARTA
10/31/2015,93,29,35.0,120,26,120,O3,TIDAK SEHAT,JAKARTA
11/1/2015,103,28,28.0,119,19,119,O3,TIDAK SEHAT,JAKARTA
11/2/2015,84,28,40.0,91,24,91,O3,SEDANG,JAKARTA
11/3/2015,65,27,25.0,117,17,117,O3,TIDAK SEHAT,JAKARTA
11/4/2015,75,28,26.0,84,19,84,O3,SEDANG,JAKARTA
11/5/2015,89,28,34.0,89,19,89,PM10,SEDANG,JAKARTA
11/6/2015,82,28,27.0,103,20,103,O3,TIDAK SEHAT,JAKARTA
11/7/2015,90,31,29.0,87,24,90,PM10,SEDANG,JAKARTA
11/8/2015,78,29,58.0,81,20,81,O3,SEDANG,JAKARTA
11/9/2015,57,29,29.0,112,18,112,O3,TIDAK SEHAT,JAKARTA
11/10/2015,65,30,25.0,105,23,105,O3,TIDAK SEHAT,JAKARTA
11/11/2015,90,30,31.0,91,25,91,O3,SEDANG,JAKARTA
11/12/2015,78,30,37.0,108,22,108,O3,TIDAK SEHAT,JAKARTA
11/13/2015,65,28,23.0,74,21,74,O3,SEDANG,JAKARTA
11/14/2015,59,28,25.0,73,24,73,O3,SEDANG,JAKARTA
11/15/2015,73,28,37.0,64,15,73,PM10,SEDANG,JAKARTA
11/16/2015,58,28,22.0,89,15,89,O3,SEDANG,JAKARTA
11/17/2015,56,30,23.0,87,23,87,O3,SEDANG,JAKARTA
11/18/2015,74,31,32.0,71,18,74,PM10,SEDANG,JAKARTA
11/19/2015,71,29,28.0,50,17,71,PM10,SEDANG,JAKARTA
11/20/2015,74,29,30.0,81,20,81,O3,SEDANG,JAKARTA
11/21/2015,75,30,41.0,86,24,86,O3,SEDANG,JAKARTA
11/22/2015,81,29,40.0,88,18,88,O3,SEDANG,JAKARTA
11/23/2015,70,29,30.0,79,19,79,O3,SEDANG,JAKARTA
11/24/2015,72,29,33.0,77,16,77,O3,SEDANG,JAKARTA
11/25/2015,67,29,29.0,100,27,100,O3,SEDANG,JAKARTA
11/26/2015,70,29,27.0,117,24,117,O3,TIDAK SEHAT,JAKARTA
11/27/2015,72,29,28.0,85,22,85,O3,SEDANG,JAKARTA
11/28/2015,107,21,54.0,143,24,143,O3,TIDAK SEHAT,JAKARTA
11/29/2015,73,29,27.0,98,17,98,O3,SEDANG,JAKARTA
11/30/2015,79,29,45.0,105,21,105,O3,TIDAK SEHAT,JAKARTA
12/1/2015,76,19,37.0,106,28,106,O3,TIDAK SEHAT,JAKARTA
12/2/2015,72,20,25.0,111,20,111,O3,TIDAK SEHAT,JAKARTA
12/3/2015,71,32,32.0,82,26,82,O3,SEDANG,JAKARTA
12/4/2015,66,30,30.0,84,24,84,O3,SEDANG,JAKARTA
12/5/2015,74,31,43.0,103,25,103,O3,TIDAK SEHAT,JAKARTA
12/6/2015,71,34,40.0,79,20,79,O3,SEDANG,JAKARTA
12/7/2015,52,31,31.0,63,15,63,O3,SEDANG,JAKARTA
12/8/2015,70,32,25.0,57,21,70,PM10,SEDANG,JAKARTA
12/9/2015,62,31,31.0,65,20,65,O3,SEDANG,JAKARTA
12/10/2015,63,28,22.0,85,20,85,O3,SEDANG,JAKARTA
12/11/2015,66,27,31.0,85,23,85,O3,SEDANG,JAKARTA
12/12/2015,61,25,27.0,90,19,90,O3,SEDANG,JAKARTA
12/13/2015,61,25,49.0,61,17,61,PM10,SEDANG,JAKARTA
12/14/2015,35,21,24.0,40,9,40,O3,BAIK,JAKARTA
12/15/2015,37,22,19.0,42,8,42,O3,BAIK,JAKARTA
12/16/2015,36,19,19.0,44,11,44,O3,BAIK,JAKARTA
12/17/2015,39,19,18.0,24,10,39,PM10,BAIK,JAKARTA
12/18/2015,46,18,19.0,44,12,46,PM10,BAIK,JAKARTA
12/19/2015,68,18,19.0,75,13,75,O3,SEDANG,JAKARTA
12/20/2015,51,18,35.0,97,13,97,O3,SEDANG,JAKARTA
12/21/2015,37,18,21.0,36,10,37,PM10,BAIK,JAKARTA
12/22/2015,48,18,19.0,28,9,48,PM10,BAIK,JAKARTA
12/23/2015,41,19,19.0,31,13,41,PM10,BAIK,JAKARTA
12/24/2015,44,18,30.0,33,8,44,PM10,BAIK,JAKARTA
12/25/2015,41,19,25.0,52,12,52,O3,SEDANG,JAKARTA
12/26/2015,44,19,30.0,46,9,46,O3,BAIK,JAKARTA
12/27/2015,53,21,28.0,47,15,53,PM10,SEDANG,JAKARTA
12/28/2015,55,21,30.0,45,18,55,PM10,SEDANG,JAKARTA
12/29/2015,61,22,34.0,41,17,61,PM10,SEDANG,JAKARTA
12/30/2015,55,22,24.0,50,14,55,PM10,SEDANG,JAKARTA
12/31/2015,43,19,29.0,51,9,51,O3,SEDANG,JAKARTA
1/1/2016,72,32,53.0,51,11,72,PM10,SEDANG,JAKARTA
1/2/2016,52,32,29.0,50,12,52,PM10,SEDANG,JAKARTA
1/3/2016,44,33,33.0,50,18,50,O3,BAIK,JAKARTA
1/4/2016,61,33,36.0,103,24,103,O3,TIDAK SEHAT,JAKARTA
1/5/2016,99,33,54.0,67,22,99,PM10,SEDANG,JAKARTA
1/6/2016,75,33,43.0,55,17,75,PM10,SEDANG,JAKARTA
1/7/2016,75,33,31.0,70,13,75,PM10,SEDANG,JAKARTA
1/8/2016,60,33,30.0,62,9,62,O3,SEDANG,JAKARTA
1/9/2016,77,33,34.0,68,9,77,PM10,SEDANG,JAKARTA
1/10/2016,83,39,38.0,86,15,86,O3,SEDANG,JAKARTA
1/11/2016,82,38,36.0,93,14,93,O3,SEDANG,JAKARTA
1/12/2016,72,37,38.0,60,20,72,PM10,SEDANG,JAKARTA
1/13/2016,65,37,43.0,57,16,65,PM10,SEDANG,JAKARTA
1/14/2016,59,38,33.0,53,18,59,PM10,SEDANG,JAKARTA
1/15/2016,68,42,39.0,60,11,68,PM10,SEDANG,JAKARTA
1/16/2016,68,42,34.0,95,15,95,O3,SEDANG,JAKARTA
1/17/2016,94,42,39.0,149,17,149,O3,TIDAK SEHAT,JAKARTA
1/18/2016,96,44,43.0,107,21,107,O3,TIDAK SEHAT,JAKARTA
1/19/2016,77,45,31.0,83,18,83,O3,SEDANG,JAKARTA
1/20/2016,61,44,39.0,69,18,69,O3,SEDANG,JAKARTA
1/21/2016,66,48,35.0,73,14,73,O3,SEDANG,JAKARTA
1/22/2016,79,41,59.0,52,15,79,PM10,SEDANG,JAKARTA
1/23/2016,55,40,37.0,51,14,55,PM10,SEDANG,JAKARTA
1/24/2016,55,41,42.0,48,14,55,PM10,SEDANG,JAKARTA
1/25/2016,37,40,32.0,49,13,49,O3,BAIK,JAKARTA
1/26/2016,61,42,47.0,54,16,61,PM10,SEDANG,JAKARTA
1/27/2016,80,43,58.0,81,21,81,O3,SEDANG,JAKARTA
1/28/2016,64,42,30.0,77,15,77,O3,SEDANG,JAKARTA
1/29/2016,69,44,29.0,83,16,83,O3,SEDANG,JAKARTA
1/30/2016,80,42,24.0,62,14,80,PM10,SEDANG,JAKARTA
1/31/2016,80,42,25.0,51,12,80,PM10,SEDANG,JAKARTA
2/1/2016,71,42,22.0,49,11,71,PM10,SEDANG,JAKARTA
2/2/2016,52,40,29.0,51,17,52,PM10,SEDANG,JAKARTA
2/3/2016,41,43,27.0,57,15,57,O3,SEDANG,JAKARTA
2/4/2016,68,45,25.0,60,18,68,PM10,SEDANG,JAKARTA
2/5/2016,61,45,27.0,60,17,61,PM10,SEDANG,JAKARTA
2/6/2016,65,45,35.0,87,17,87,O3,SEDANG,JAKARTA
2/7/2016,64,39,38.0,59,11,64,PM10,SEDANG,JAKARTA
2/8/2016,49,40,27.0,48,10,49,PM10,BAIK,JAKARTA
2/9/2016,22,41,19.0,53,7,53,O3,SEDANG,JAKARTA
2/10/2016,39,43,30.0,44,10,44,O3,BAIK,JAKARTA
2/11/2016,53,43,51.0,65,11,65,O3,SEDANG,JAKARTA
2/12/2016,46,43,40.0,52,15,52,O3,SEDANG,JAKARTA
2/13/2016,73,31,99.0,114,23,114,O3,TIDAK SEHAT,JAKARTA
2/14/2016,68,28,54.0,96,15,96,O3,SEDANG,JAKARTA
2/15/2016,55,28,44.0,63,12,63,O3,SEDANG,JAKARTA
2/16/2016,84,28,33.0,52,15,84,PM10,SEDANG,JAKARTA
2/17/2016,71,27,33.0,58,11,71,PM10,SEDANG,JAKARTA
2/18/2016,64,28,72.0,65,16,72,CO,SEDANG,JAKARTA
2/19/2016,78,27,56.0,85,16,85,O3,SEDANG,JAKARTA
2/20/2016,78,27,47.0,68,15,78,PM10,SEDANG,JAKARTA
2/21/2016,83,27,42.0,65,14,83,PM10,SEDANG,JAKARTA
2/22/2016,65,26,42.0,64,13,65,PM10,SEDANG,JAKARTA
2/23/2016,63,27,39.0,79,21,79,O3,SEDANG,JAKARTA
2/24/2016,66,27,33.0,60,14,66,PM10,SEDANG,JAKARTA
2/25/2016,46,26,33.0,62,15,62,O3,SEDANG,JAKARTA
2/26/2016,49,27,32.0,57,18,57,O3,SEDANG,JAKARTA
2/27/2016,55,27,37.0,57,12,57,O3,SEDANG,JAKARTA
2/28/2016,46,26,26.0,70,12,70,O3,SEDANG,JAKARTA
2/29/2016,53,26,30.0,60,15,60,O3,SEDANG,JAKARTA
3/1/2016,27,26,27.0,59,11,59,O3,SEDANG,JAKARTA
3/2/2016,52,26,32.0,51,14,52,PM10,SEDANG,JAKARTA
3/3/2016,52,26,54.0,52,16,54,CO,SEDANG,JAKARTA
3/4/2016,68,26,40.0,54,12,68,PM10,SEDANG,JAKARTA
3/5/2016,53,26,30.0,58,12,58,O3,SEDANG,JAKARTA
3/6/2016,80,26,43.0,72,16,80,PM10,SEDANG,JAKARTA
3/7/2016,54,26,31.0,102,18,102,O3,TIDAK SEHAT,JAKARTA
3/8/2016,74,26,28.0,81,17,81,O3,SEDANG,JAKARTA
3/9/2016,80,26,39.0,99,18,99,O3,SEDANG,JAKARTA
3/10/2016,71,26,39.0,133,25,133,O3,TIDAK SEHAT,JAKARTA
3/11/2016,65,26,33.0,98,20,98,O3,SEDANG,JAKARTA
3/12/2016,61,26,36.0,109,24,109,O3,TIDAK SEHAT,JAKARTA
3/13/2016,65,26,35.0,78,15,78,O3,SEDANG,JAKARTA
3/14/2016,74,26,43.0,71,21,74,PM10,SEDANG,JAKARTA
3/15/2016,71,26,37.0,173,20,173,O3,TIDAK SEHAT,JAKARTA
3/16/2016,60,26,40.0,119,19,119,O3,TIDAK SEHAT,JAKARTA
3/17/2016,64,26,30.0,120,16,120,O3,TIDAK SEHAT,JAKARTA
3/18/2016,55,26,44.0,61,15,61,O3,SEDANG,JAKARTA
3/19/2016,65,26,26.0,91,14,91,O3,SEDANG,JAKARTA
3/20/2016,62,26,30.0,91,11,91,O3,SEDANG,JAKARTA
3/21/2016,66,26,35.0,63,14,66,PM10,SEDANG,JAKARTA
3/22/2016,76,26,45.0,74,21,76,PM10,SEDANG,JAKARTA
3/23/2016,39,26,25.0,74,10,74,O3,SEDANG,JAKARTA
3/24/2016,52,26,27.0,122,14,122,O3,TIDAK SEHAT,JAKARTA
3/25/2016,72,26,50.0,136,15,136,O3,TIDAK SEHAT,JAKARTA
3/26/2016,72,26,55.0,128,16,128,O3,TIDAK SEHAT,JAKARTA
3/27/2016,63,26,53.0,88,20,88,O3,SEDANG,JAKARTA
3/28/2016,63,21,38.0,63,11,63,PM10,SEDANG,JAKARTA
3/29/2016,58,26,30.0,93,12,93,O3,SEDANG,JAKARTA
3/30/2016,74,27,50.0,64,20,74,PM10,SEDANG,JAKARTA
3/31/2016,81,26,52.0,64,13,81,PM10,SEDANG,JAKARTA
4/1/2016,81,27,66.0,84,17,84,O3,SEDANG,JAKARTA
4/2/2016,57,26,37.0,102,13,102,O3,TIDAK SEHAT,JAKARTA
4/3/2016,58,27,48.0,80,15,80,O3,SEDANG,JAKARTA
4/4/2016,50,27,39.0,66,11,66,O3,SEDANG,JAKARTA
4/5/2016,54,27,40.0,66,11,66,O3,SEDANG,JAKARTA
4/6/2016,67,27,42.0,98,12,98,O3,SEDANG,JAKARTA
4/7/2016,64,27,44.0,77,16,77,O3,SEDANG,JAKARTA
4/8/2016,65,27,38.0,49,19,65,PM10,SEDANG,JAKARTA
4/9/2016,70,26,39.0,94,22,94,O3,SEDANG,JAKARTA
4/10/2016,61,26,45.0,76,16,76,O3,SEDANG,JAKARTA
4/11/2016,80,27,44.0,139,13,139,O3,TIDAK SEHAT,JAKARTA
4/12/2016,99,27,59.0,85,16,99,PM10,SEDANG,JAKARTA
4/13/2016,71,26,34.0,70,20,71,PM10,SEDANG,JAKARTA
4/14/2016,73,27,41.0,123,18,123,O3,TIDAK SEHAT,JAKARTA
4/15/2016,65,27,62.0,117,22,117,O3,TIDAK SEHAT,JAKARTA
4/16/2016,69,27,58.0,78,16,78,O3,SEDANG,JAKARTA
4/17/2016,65,27,38.0,78,11,78,O3,SEDANG,JAKARTA
4/18/2016,47,27,47.0,93,17,93,O3,SEDANG,JAKARTA
4/19/2016,54,27,46.0,80,16,80,O3,SEDANG,JAKARTA
4/20/2016,55,27,38.0,99,15,99,O3,SEDANG,JAKARTA
4/21/2016,51,27,51.0,135,20,135,O3,TIDAK SEHAT,JAKARTA
4/22/2016,53,28,41.0,69,17,69,O3,SEDANG,JAKARTA
4/23/2016,55,30,32.0,65,8,65,O3,SEDANG,JAKARTA
4/24/2016,63,28,39.0,57,11,63,PM10,SEDANG,JAKARTA
4/25/2016,65,29,42.0,66,12,66,O3,SEDANG,JAKARTA
4/26/2016,71,29,49.0,67,18,71,PM10,SEDANG,JAKARTA
4/27/2016,66,30,50.0,76,15,76,O3,SEDANG,JAKARTA
4/28/2016,60,30,47.0,82,19,82,O3,SEDANG,JAKARTA
4/29/2016,57,30,39.0,74,10,74,O3,SEDANG,JAKARTA
4/30/2016,71,31,69.0,66,15,71,PM10,SEDANG,JAKARTA
5/1/2016,57,29,69.0,62,16,69,CO,SEDANG,JAKARTA
5/2/2016,64,29,49.0,66,12,66,O3,SEDANG,JAKARTA
5/3/2016,70,29,48.0,54,10,70,PM10,SEDANG,JAKARTA
5/4/2016,78,30,71.0,56,10,78,PM10,SEDANG,JAKARTA
5/5/2016,63,28,52.0,46,9,63,PM10,SEDANG,JAKARTA
5/6/2016,81,29,78.0,128,16,128,O3,TIDAK SEHAT,JAKARTA
5/7/2016,77,28,46.0,93,13,93,O3,SEDANG,JAKARTA
5/8/2016,74,28,67.0,84,22,84,O3,SEDANG,JAKARTA
5/9/2016,64,29,50.0,145,16,145,O3,TIDAK SEHAT,JAKARTA
5/10/2016,76,29,46.0,86,19,86,O3,SEDANG,JAKARTA
5/11/2016,71,30,39.0,84,10,84,O3,SEDANG,JAKARTA
5/12/2016,88,30,57.0,87,14,88,PM10,SEDANG,JAKARTA
5/13/2016,63,29,45.0,94,13,94,O3,SEDANG,JAKARTA
5/14/2016,56,28,39.0,104,17,104,O3,TIDAK SEHAT,JAKARTA
5/15/2016,62,30,46.0,73,8,73,O3,SEDANG,JAKARTA
5/16/2016,43,29,39.0,92,21,92,O3,SEDANG,JAKARTA
5/17/2016,78,29,56.0,83,21,83,O3,SEDANG,JAKARTA
5/18/2016,78,30,61.0,72,18,78,PM10,SEDANG,JAKARTA
5/19/2016,69,29,56.0,155,12,155,O3,TIDAK SEHAT,JAKARTA
5/20/2016,72,29,43.0,90,19,90,O3,SEDANG,JAKARTA
5/21/2016,61,28,37.0,81,21,81,O3,SEDANG,JAKARTA
5/22/2016,65,28,53.0,109,15,109,O3,TIDAK SEHAT,JAKARTA
5/23/2016,59,28,40.0,118,20,118,O3,TIDAK SEHAT,JAKARTA
5/24/2016,64,28,55.0,91,20,91,O3,SEDANG,JAKARTA
5/25/2016,62,28,47.0,82,18,82,O3,SEDANG,JAKARTA
5/26/2016,91,38,56.0,63,17,91,PM10,SEDANG,JAKARTA
5/27/2016,89,29,55.0,73,29,89,PM10,SEDANG,JAKARTA
5/28/2016,94,29,67.0,79,19,94,PM10,SEDANG,JAKARTA
5/29/2016,61,28,39.0,59,13,61,PM10,SEDANG,JAKARTA
5/30/2016,65,29,56.0,79,27,79,O3,SEDANG,JAKARTA
5/31/2016,65,29,46.0,101,14,101,O3,TIDAK SEHAT,JAKARTA
6/1/2016,76,28,57.0,119,14,119,O3,TIDAK SEHAT,JAKARTA
6/2/2016,69,27,81.0,75,15,81,CO,SEDANG,JAKARTA
6/3/2016,51,28,35.0,140,18,140,O3,TIDAK SEHAT,JAKARTA
6/4/2016,88,28,61.0,85,18,88,PM10,SEDANG,JAKARTA
6/5/2016,84,28,72.0,70,19,84,PM10,SEDANG,JAKARTA
6/6/2016,95,28,71.0,113,19,113,O3,TIDAK SEHAT,JAKARTA
6/7/2016,77,30,65.0,56,20,77,PM10,SEDANG,JAKARTA
6/8/2016,54,29,38.0,114,14,114,O3,TIDAK SEHAT,JAKARTA
6/9/2016,52,28,37.0,59,17,59,O3,SEDANG,JAKARTA
6/10/2016,72,27,73.0,65,26,73,CO,SEDANG,JAKARTA
6/11/2016,59,28,49.0,68,13,68,O3,SEDANG,JAKARTA
6/12/2016,73,28,58.0,114,14,114,O3,TIDAK SEHAT,JAKARTA
6/13/2016,64,28,49.0,129,17,129,O3,TIDAK SEHAT,JAKARTA
6/14/2016,73,29,45.0,85,15,85,O3,SEDANG,JAKARTA
6/15/2016,66,29,47.0,81,21,81,O3,SEDANG,JAKARTA
6/16/2016,65,31,47.0,53,19,65,PM10,SEDANG,JAKARTA
6/17/2016,66,29,41.0,69,20,69,O3,SEDANG,JAKARTA
6/18/2016,40,29,44.0,33,18,44,CO,BAIK,JAKARTA
6/19/2016,62,29,59.0,126,13,126,O3,TIDAK SEHAT,JAKARTA
6/20/2016,77,30,65.0,113,20,113,O3,TIDAK SEHAT,JAKARTA
6/21/2016,85,30,52.0,125,24,125,O3,TIDAK SEHAT,JAKARTA
6/22/2016,67,28,37.0,127,20,127,O3,TIDAK SEHAT,JAKARTA
6/23/2016,71,28,41.0,108,16,108,O3,TIDAK SEHAT,JAKARTA
6/24/2016,71,30,49.0,119,16,119,O3,TIDAK SEHAT,JAKARTA
6/25/2016,73,29,65.0,109,19,109,O3,TIDAK SEHAT,JAKARTA
6/26/2016,83,29,59.0,78,19,83,PM10,SEDANG,JAKARTA
6/27/2016,63,29,61.0,73,14,73,O3,SEDANG,JAKARTA
6/28/2016,76,30,51.0,137,16,137,O3,TIDAK SEHAT,JAKARTA
6/29/2016,68,30,53.0,100,24,100,O3,SEDANG,JAKARTA
6/30/2016,61,28,57.0,78,16,78,O3,SEDANG,JAKARTA
7/1/2016,59,29,68.0,104,21,104,O3,TIDAK SEHAT,JAKARTA
7/2/2016,79,29,67.0,104,15,104,O3,TIDAK SEHAT,JAKARTA
7/3/2016,59,28,48.0,70,7,70,O3,SEDANG,JAKARTA
7/4/2016,44,28,49.0,55,11,55,O3,SEDANG,JAKARTA
7/5/2016,53,28,43.0,68,10,68,O3,SEDANG,JAKARTA
