tanggal,pm10,so2,co,o3,no2,max
5/4/2016,78,30,71.0,56,10,78
5/5/2016,63,28,52.0,46,9,63
5/6/2016,81,29,78.0,128,16,128
5/7/2016,77,28,46.0,93,13,93
5/8/2016,74,28,67.0,84,22,84
5/9/2016,64,29,50.0,145,16,145
5/10/2016,76,29,46.0,86,19,86
5/11/2016,71,30,39.0,84,10,84
5/12/2016,88,30,57.0,87,14,88
5/13/2016,63,29,45.0,94,13,94
5/14/2016,56,28,39.0,104,17,104
5/15/2016,62,30,46.0,73,8,73
5/16/2016,43,29,39.0,92,21,92
5/17/2016,78,29,56.0,83,21,83
5/18/2016,78,30,61.0,72,18,78
5/19/2016,69,29,56.0,155,12,155
5/20/2016,72,29,43.0,90,19,90
5/21/2016,61,28,37.0,81,21,81
5/22/2016,65,28,53.0,109,15,109
5/23/2016,59,28,40.0,118,20,118
5/24/2016,64,28,55.0,91,20,91
5/25/2016,62,28,47.0,82,18,82
5/26/2016,91,38,56.0,63,17,91
5/27/2016,89,29,55.0,73,29,89
5/28/2016,94,29,67.0,79,19,94
5/29/2016,61,28,39.0,59,13,61
5/30/2016,65,29,56.0,79,27,79
5/31/2016,65,29,46.0,101,14,101
6/1/2016,76,28,57.0,119,14,119
6/2/2016,69,27,81.0,75,15,81
6/3/2016,51,28,35.0,140,18,140
6/4/2016,88,28,61.0,85,18,88
6/5/2016,84,28,72.0,70,19,84
6/6/2016,95,28,71.0,113,19,113
6/7/2016,77,30,65.0,56,20,77
6/8/2016,54,29,38.0,114,14,114
6/9/2016,52,28,37.0,59,17,59
6/10/2016,72,27,73.0,65,26,73
6/11/2016,59,28,49.0,68,13,68
6/12/2016,73,28,58.0,114,14,114
6/13/2016,64,28,49.0,129,17,129
6/14/2016,73,29,45.0,85,15,85
6/15/2016,66,29,47.0,81,21,81
6/16/2016,65,31,47.0,53,19,65
6/17/2016,66,29,41.0,69,20,69
6/18/2016,40,29,44.0,33,18,44
6/19/2016,62,29,59.0,126,13,126
6/20/2016,77,30,65.0,113,20,113
6/21/2016,85,30,52.0,125,24,125
6/22/2016,67,28,37.0,127,20,127
6/23/2016,71,28,41.0,108,16,108
6/24/2016,71,30,49.0,119,16,119
6/25/2016,73,29,65.0,109,19,109
6/26/2016,83,29,59.0,78,19,83
6/27/2016,63,29,61.0,73,14,73
6/28/2016,76,30,51.0,137,16,137
6/29/2016,68,30,53.0,100,24,100
6/30/2016,61,28,57.0,78,16,78
7/1/2016,59,29,68.0,104,21,104
7/2/2016,79,29,67.0,104,15,104
7/3/2016,59,28,48.0,70,7,70
7/4/2016,44,28,49.0,55,11,55
7/5/2016,53,28,43.0,68,10,68
7/6/2016,60,28,65.0,66,14,66
7/7/2016,50,28,32.0,64,10,64
7/8/2016,39,28,31.0,65,13,65
7/9/2016,56,29,40.0,73,12,73
7/10/2016,62,29,42.0,68,12,68
7/11/2016,73,29,45.0,54,14,73
7/12/2016,42,28,34.0,76,9,76
7/13/2016,73,36,56.0,90,15,90
7/14/2016,86,31,53.0,73,20,86
7/15/2016,62,32,34.0,45,10,62
7/16/2016,56,28,36.0,54,9,56
7/17/2016,65,34,58.0,71,14,71
7/18/2016,53,28,55.0,134,16,134
7/19/2016,63,28,56.0,115,21,115
7/20/2016,60,28,43.0,81,16,81
7/21/2016,69,29,45.0,97,22,97
7/22/2016,73,29,45.0,65,14,73
7/23/2016,80,29,58.0,87,15,87
7/24/2016,70,29,59.0,103,14,103
7/25/2016,49,28,45.0,96,11,96
7/26/2016,70,29,42.0,173,14,173
7/27/2016,68,30,43.0,146,18,146
7/28/2016,81,30,26.0,72,15,81
7/29/2016,90,30,26.0,106,13,106
7/30/2016,56,29,51.0,119,20,119
7/31/2016,71,30,36.0,106,11,106
8/1/2016,73,29,45.0,100,11,100
8/2/2016,58,30,38.0,131,14,131
8/3/2016,64,30,41.0,136,21,136
8/4/2016,87,30,49.0,133,15,133
8/5/2016,107,30,47.0,108,21,108
8/6/2016,72,30,40.0,87,14,87
8/7/2016,81,30,37.0,119,11,119
8/8/2016,58,29,35.0,77,11,77
8/9/2016,60,28,45.0,63,16,63
8/10/2016,60,29,45.0,102,16,102
8/11/2016,63,28,41.0,88,18,88
8/12/2016,64,29,41.0,119,18,119
8/13/2016,63,29,38.0,103,16,103
8/14/2016,51,29,38.0,72,15,72
8/15/2016,50,28,45.0,121,19,121
8/16/2016,72,30,41.0,107,12,107
8/17/2016,86,33,69.0,59,12,86
8/18/2016,55,29,47.0,77,12,77
8/19/2016,71,30,46.0,83,15,83
8/20/2016,55,29,45.0,115,16,115
8/21/2016,69,30,35.0,88,12,88
8/22/2016,59,31,38.0,83,11,83
8/23/2016,65,30,33.0,176,13,176
8/24/2016,70,29,35.0,101,15,101
8/25/2016,80,34,62.0,133,21,133
8/26/2016,78,31,44.0,103,17,103
8/27/2016,79,31,58.0,70,12,79
8/28/2016,60,29,64.0,78,11,78
8/29/2016,80,29,76.0,66,12,80
8/30/2016,81,30,48.0,111,21,111
8/31/2016,78,29,79.0,71,26,79
9/1/2016,62,30,44.0,85,23,85
9/2/2016,82,29,52.0,141,19,141
9/3/2016,69,29,61.0,94,15,94
9/4/2016,73,42,42.0,69,18,73
9/5/2016,62,29,39.0,48,10,62
9/6/2016,66,30,60.0,61,11,66
9/7/2016,61,29,43.0,62,15,62
9/8/2016,60,30,36.0,125,15,125
9/9/2016,84,30,45.0,90,22,90
9/10/2016,94,31,52.0,73,12,94
9/11/2016,61,30,41.0,74,11,74
9/12/2016,58,30,35.0,85,14,85
9/13/2016,64,31,43.0,85,14,85
9/14/2016,91,31,34.0,79,14,91
9/15/2016,54,29,37.0,146,14,146
9/16/2016,86,40,84.0,74,23,86
9/17/2016,65,30,44.0,69,17,69
9/18/2016,58,30,35.0,96,13,96
9/19/2016,62,33,52.0,64,13,64
9/20/2016,66,29,63.0,87,18,87
9/21/2016,58,29,23.0,69,13,69
9/22/2016,48,29,28.0,60,18,60
9/23/2016,51,30,31.0,57,17,57
9/24/2016,56,30,43.0,48,12,56
9/25/2016,55,30,66.0,71,12,71
9/26/2016,42,29,35.0,69,9,69
9/27/2016,62,30,50.0,95,18,95
9/28/2016,61,31,40.0,62,19,62
9/29/2016,54,30,38.0,96,13,96
9/30/2016,54,30,45.0,58,14,58
10/1/2016,61,30,41.0,62,16,62
10/2/2016,54,30,31.0,41,7,54
10/3/2016,56,30,32.0,137,11,137
10/4/2016,66,30,56.0,126,22,126
10/5/2016,69,30,52.0,203,22,203
10/6/2016,53,30,42.0,157,20,157
10/7/2016,73,30,37.0,136,15,136
10/8/2016,57,30,35.0,82,18,82
10/9/2016,52,30,41.0,100,13,100
10/10/2016,62,34,46.0,100,22,100
10/11/2016,63,30,56.0,72,24,72
10/12/2016,71,30,54.0,54,16,71
10/13/2016,74,30,45.0,69,12,74
10/14/2016,67,30,83.0,28,12,83
10/15/2016,53,30,32.0,62,10,62
10/16/2016,54,30,44.0,60,12,60
10/17/2016,63,38,42.0,122,8,122
10/18/2016,66,31,37.0,115,20,115
10/19/2016,58,31,35.0,80,11,80
10/20/2016,82,31,42.0,95,25,95
10/21/2016,81,31,42.0,105,17,105
10/22/2016,87,30,53.0,72,26,87
10/23/2016,36,30,33.0,57,8,57
10/24/2016,55,31,50.0,145,15,145
10/25/2016,64,51,69.0,100,23,100
10/26/2016,51,30,39.0,133,11,133
10/27/2016,59,31,42.0,133,14,133
10/28/2016,59,31,38.0,120,13,120
10/29/2016,55,35,63.0,85,20,85
10/30/2016,53,34,42.0,101,10,101
10/31/2016,50,31,31.0,119,17,119
11/1/2016,51,30,30.0,59,16,59
11/2/2016,49,30,29.0,49,10,49
11/3/2016,55,31,33.0,73,12,73
11/4/2016,64,32,37.0,126,16,126
11/5/2016,69,32,37.0,150,18,150
11/6/2016,128,33,65.0,172,21,172
11/7/2016,79,49,46.0,136,22,136
11/8/2016,66,31,41.0,75,25,75
11/9/2016,58,31,44.0,143,14,143
11/10/2016,59,33,36.0,116,17,116
11/11/2016,70,34,47.0,123,25,123
11/12/2016,59,43,60.0,93,16,93
11/13/2016,44,30,36.0,65,20,65
11/14/2016,55,31,51.0,120,14,120
11/15/2016,51,31,48.0,77,11,77
11/16/2016,55,31,52.0,139,19,139
11/17/2016,61,32,39.0,106,18,106
11/18/2016,74,39,43.0,73,15,74
11/19/2016,59,32,56.0,81,18,81
11/20/2016,60,32,40.0,63,14,63
11/21/2016,61,31,40.0,65,15,65
11/22/2016,66,32,42.0,121,29,121
11/23/2016,66,31,32.0,148,21,148
11/24/2016,65,32,59.0,82,17,82
11/25/2016,51,32,31.0,41,8,51
11/26/2016,75,34,39.0,86,12,86
11/27/2016,93,42,78.0,87,18,93
11/28/2016,82,37,61.0,58,18,82
11/29/2016,42,31,32.0,70,12,70
11/30/2016,66,33,35.0,60,20,66
12/1/2016,65,31,36.0,64,16,65
12/2/2016,43,31,25.0,43,5,43
12/3/2016,25,31,29.0,34,8,34
12/4/2016,38,31,28.0,35,5,38
12/5/2016,23,31,26.0,36,6,36
12/6/2016,29,31,28.0,42,7,42
12/7/2016,54,31,28.0,56,7,56
12/8/2016,61,32,35.0,74,8,74
12/9/2016,55,31,28.0,54,10,55
12/10/2016,48,31,25.0,36,14,48
12/11/2016,35,31,27.0,50,8,50
12/12/2016,32,31,33.0,54,9,54
12/13/2016,47,32,28.0,46,16,47
12/14/2016,39,32,27.0,53,20,53
12/15/2016,45,31,53.0,33,12,53
12/16/2016,34,31,29.0,39,8,39
12/17/2016,34,30,25.0,40,11,40
12/18/2016,33,29,45.0,48,13,48
12/19/2016,28,29,25.0,37,12,37
12/20/2016,22,31,22.0,34,4,34
12/21/2016,23,32,23.0,37,5,37
12/22/2016,28,32,24.0,34,5,34
12/23/2016,22,31,28.0,34,5,34
12/24/2016,25,31,29.0,39,4,39
12/25/2016,30,31,29.0,42,5,42
12/26/2016,52,32,39.0,66,21,66
12/27/2016,29,31,34.0,54,17,54
12/28/2016,30,32,30.0,41,6,41
12/29/2016,37,32,33.0,41,7,41
12/30/2016,66,32,40.0,41,12,66
12/31/2016,55,33,44.0,59,14,59
1/1/2017,63,34,25.0,21,2,63
1/2/2017,16,32,16.0,19,1,32
1/3/2017,18,32,17.0,20,2,32
1/4/2017,24,32,22.0,20,2,32
1/5/2017,29,32,25.0,14,2,32
1/6/2017,21,31,24.0,18,2,31
1/7/2017,30,32,22.0,17,3,32
1/8/2017,29,33,17.0,19,2,33
1/9/2017,29,32,23.0,13,2,32
1/10/2017,38,32,34.0,21,4,38
1/11/2017,25,32,25.0,20,2,32
1/12/2017,29,32,23.0,17,2,32
1/13/2017,29,32,19.0,12,1,32
1/14/2017,22,31,17.0,13,1,31
1/15/2017,27,32,16.0,17,1,32
1/16/2017,0,0,0.0,0,0,0
1/17/2017,0,0,0.0,0,0,0
1/18/2017,24,28,19.0,14,1,28
1/19/2017,24,0,16.0,14,1,24
1/20/2017,18,0,15.0,10,1,18
1/21/2017,35,0,18.0,15,1,35
1/22/2017,54,0,20.0,16,2,54
1/23/2017,37,0,18.0,13,2,37
1/24/2017,32,0,30.0,14,2,32
1/25/2017,29,0,18.0,9,2,29
1/26/2017,33,0,22.0,12,2,33
1/27/2017,47,14,24.0,22,2,47
1/28/2017,32,13,23.0,18,3,32
1/29/2017,35,12,25.0,19,2,35
1/30/2017,33,12,21.0,19,2,33
1/31/2017,31,12,23.0,20,2,31
2/1/2017,41,16,22.0,27,3,41
2/2/2017,49,0,23.0,41,3,49
2/3/2017,53,0,28.0,34,3,53
2/4/2017,30,0,17.0,35,2,35
2/5/2017,22,0,15.0,37,2,37
2/6/2017,25,0,16.0,26,1,26
2/7/2017,39,6,20.0,22,2,39
2/8/2017,28,6,19.0,23,3,28
2/9/2017,41,6,20.0,22,2,41
2/10/2017,30,4,23.0,32,3,32
2/11/2017,32,6,23.0,42,4,42
2/12/2017,35,3,18.0,40,3,40
2/13/2017,43,4,21.0,42,3,43
2/14/2017,34,5,32.0,41,4,41
2/15/2017,27,6,22.0,40,4,40
2/16/2017,36,7,19.0,38,3,38
2/17/2017,52,4,30.0,33,4,52
2/18/2017,68,7,25.0,30,4,68
2/19/2017,57,4,34.0,25,2,57
2/20/2017,40,3,31.0,24,3,40
2/21/2017,51,3,34.0,46,4,51
2/22/2017,58,15,25.0,78,5,78
2/23/2017,52,7,27.0,71,7,71
2/24/2017,62,7,30.0,67,5,67
2/25/2017,50,6,24.0,68,3,68
2/26/2017,44,8,25.0,60,4,60
2/27/2017,30,6,23.0,44,4,44
2/28/2017,58,6,26.0,54,4,58
3/1/2017,51,8,26.0,46,5,51
3/2/2017,56,8,28.0,56,4,56
3/3/2017,49,5,33.0,53,4,53
3/4/2017,37,9,25.0,75,5,75
3/5/2017,51,7,24.0,53,4,53
3/6/2017,42,8,19.0,44,3,44
3/7/2017,41,10,22.0,42,4,42
3/8/2017,25,7,22.0,84,4,84
3/9/2017,53,12,22.0,101,6,101
3/10/2017,62,8,28.0,43,5,62
3/11/2017,56,9,27.0,63,4,63
3/12/2017,57,6,29.0,53,4,57
3/13/2017,53,9,24.0,60,5,60
3/14/2017,62,14,24.0,48,4,62
3/15/2017,36,8,20.0,31,3,36
3/16/2017,35,9,20.0,125,5,125
3/17/2017,63,10,25.0,80,5,80
3/18/2017,55,7,33.0,52,6,55
3/19/2017,51,13,27.0,50,2,51
3/20/2017,35,7,17.0,26,2,35
3/21/2017,51,13,23.0,32,3,51
3/22/2017,34,8,24.0,47,6,47
3/23/2017,46,6,33.0,34,7,46
3/24/2017,77,11,50.0,97,7,97
3/25/2017,52,10,20.0,41,4,52
3/26/2017,57,9,30.0,54,3,57
3/27/2017,42,8,23.0,80,5,80
3/28/2017,64,12,35.0,71,3,71
3/29/2017,51,8,27.0,62,4,62
3/30/2017,32,9,20.0,26,3,32
3/31/2017,0,0,0.0,0,0,0
4/1/2017,41,6,19.0,0,3,41
4/2/2017,47,0,23.0,0,4,47
4/3/2017,30,13,24.0,0,3,30
4/4/2017,37,12,24.0,8,3,37
4/5/2017,31,12,24.0,6,4,31
4/6/2017,33,10,16.0,6,2,33
4/7/2017,40,12,17.0,57,3,57
4/8/2017,17,8,16.0,38,1,38
4/9/2017,23,7,14.0,31,1,31
4/10/2017,46,8,20.0,55,6,55
4/11/2017,43,7,23.0,73,4,73
4/12/2017,39,9,26.0,47,5,47
4/13/2017,56,8,26.0,34,5,56
4/14/2017,55,8,24.0,45,5,55
4/15/2017,61,9,20.0,45,3,61
4/16/2017,73,9,26.0,69,5,73
4/17/2017,65,10,24.0,76,6,76
4/18/2017,79,7,26.0,86,7,86
4/19/2017,0,0,0.0,0,0,0
4/20/2017,0,0,0.0,0,0,0
4/21/2017,57,10,24.0,65,7,65
4/22/2017,71,8,31.0,56,6,71
4/23/2017,53,11,22.0,67,5,67
4/24/2017,50,12,17.0,43,5,50
4/25/2017,68,10,30.0,35,4,68
4/26/2017,47,10,18.0,44,6,47
4/27/2017,61,11,33.0,82,6,82
4/28/2017,53,10,28.0,51,5,53
4/29/2017,39,10,17.0,32,2,39
4/30/2017,43,11,18.0,89,3,89
5/1/2017,57,12,20.0,88,4,88
5/2/2017,50,8,27.0,67,4,67
5/3/2017,62,10,34.0,86,4,86
5/4/2017,49,9,22.0,68,4,68
5/5/2017,51,11,23.0,53,4,53
5/6/2017,49,10,22.0,31,5,49
5/7/2017,53,8,26.0,48,6,53
5/8/2017,55,10,27.0,52,3,55
5/9/2017,54,11,30.0,42,5,54
5/10/2017,64,11,28.0,35,4,64
5/11/2017,76,14,28.0,87,5,87
5/12/2017,71,15,25.0,78,5,78
5/13/2017,59,12,20.0,80,5,80
5/14/2017,50,12,20.0,76,3,76
5/15/2017,20,15,19.0,91,5,91
5/16/2017,53,11,21.0,78,6,78
5/17/2017,60,11,24.0,56,7,60
5/18/2017,56,11,20.0,81,9,81
5/19/2017,46,11,23.0,85,7,85
5/20/2017,59,15,18.0,64,6,64
5/21/2017,51,14,19.0,53,3,53
5/22/2017,35,14,19.0,53,5,53
5/23/2017,44,13,21.0,85,11,85
5/24/2017,61,17,20.0,82,8,82
5/25/2017,69,14,19.0,87,4,87
5/26/2017,54,13,20.0,134,9,134
5/27/2017,69,14,24.0,79,8,79
5/28/2017,58,15,16.0,65,4,65
5/29/2017,36,12,20.0,31,3,36
5/30/2017,61,18,23.0,29,3,61
5/31/2017,56,15,17.0,26,3,56
6/1/2017,41,11,20.0,23,3,41
6/2/2017,53,14,25.0,75,4,75
6/3/2017,71,15,21.0,75,4,75
6/4/2017,42,13,23.0,72,5,72
6/5/2017,36,12,28.0,55,5,55
6/6/2017,31,12,19.0,63,6,63
6/7/2017,41,16,18.0,32,4,41
6/8/2017,38,21,18.0,31,3,38
6/9/2017,51,20,17.0,47,3,51
6/10/2017,50,13,20.0,77,4,77
6/11/2017,57,13,19.0,56,5,57
6/12/2017,52,13,17.0,48,4,52
6/13/2017,54,14,23.0,70,6,70
6/14/2017,54,12,20.0,49,7,54
6/15/2017,51,13,20.0,44,5,51
6/16/2017,50,16,18.0,32,2,50
6/17/2017,42,15,18.0,55,3,55
6/18/2017,51,12,24.0,67,3,67
6/19/2017,34,14,21.0,84,4,84
6/20/2017,52,17,18.0,63,7,63
6/21/2017,63,19,21.0,65,4,65
6/22/2017,58,17,29.0,36,4,58
6/23/2017,60,18,27.0,40,4,60
6/24/2017,40,14,19.0,30,2,40
6/25/2017,55,15,27.0,31,2,55
6/26/2017,12,12,14.0,29,1,29
6/27/2017,20,11,15.0,33,2,33
6/28/2017,28,13,25.0,33,3,33
6/29/2017,33,12,19.0,46,3,46
6/30/2017,29,11,16.0,57,3,57
7/1/2017,27,13,22.0,42,3,42
7/2/2017,49,14,18.0,39,3,49
7/3/2017,45,13,14.0,48,2,48
7/4/2017,35,14,16.0,53,2,53
7/5/2017,60,13,18.0,80,6,80
7/6/2017,49,14,19.0,90,7,90
7/7/2017,66,16,21.0,141,7,141
7/8/2017,79,17,28.0,94,6,94
7/9/2017,38,15,16.0,58,3,58
7/10/2017,24,13,19.0,54,5,54
7/11/2017,30,15,19.0,73,5,73
7/12/2017,27,14,19.0,74,5,74
7/13/2017,37,16,23.0,103,5,103
7/14/2017,45,18,22.0,71,5,71
7/15/2017,40,17,22.0,45,5,45
7/16/2017,51,16,21.0,69,4,69
7/17/2017,38,16,19.0,96,6,96
7/18/2017,59,18,26.0,97,7,97
7/19/2017,86,20,22.0,122,9,122
7/20/2017,53,15,24.0,50,7,53
7/21/2017,43,13,23.0,95,5,95
7/22/2017,49,17,23.0,77,9,77
7/23/2017,45,14,20.0,64,4,64
7/24/2017,46,13,25.0,82,5,82
7/25/2017,48,16,20.0,56,6,56
7/26/2017,50,19,19.0,76,5,76
7/27/2017,50,17,20.0,85,10,85
7/28/2017,57,16,20.0,70,9,70
7/29/2017,38,16,18.0,55,5,55
7/30/2017,55,15,24.0,87,5,87
7/31/2017,48,14,19.0,74,4,74
8/1/2017,53,17,18.0,74,6,74
8/2/2017,46,18,19.0,60,5,60
8/3/2017,42,17,18.0,80,7,80
8/4/2017,52,18,18.0,97,7,97
8/5/2017,62,18,19.0,90,7,90
8/6/2017,61,18,19.0,90,5,90
8/7/2017,68,19,18.0,59,6,68
8/8/2017,60,21,19.0,85,6,85
8/9/2017,56,16,23.0,141,6,141
8/10/2017,34,15,21.0,72,6,72
8/11/2017,44,15,21.0,92,5,92
8/12/2017,56,19,18.0,65,8,65
8/13/2017,56,16,18.0,56,3,56
8/14/2017,58,15,25.0,118,5,118
8/15/2017,70,16,23.0,102,6,102
8/16/2017,55,18,19.0,92,5,92
8/17/2017,39,18,18.0,105,5,105
8/18/2017,5,21,17.0,63,4,63
8/19/2017,18,17,16.0,49,3,49
8/20/2017,51,16,15.0,83,4,83
8/21/2017,52,19,18.0,77,5,77
8/22/2017,57,19,19.0,112,6,112
8/23/2017,71,19,21.0,59,5,71
8/24/2017,52,19,18.0,63,4,63
8/25/2017,53,19,16.0,66,4,66
8/26/2017,53,25,19.0,58,4,58
8/27/2017,62,20,18.0,51,6,62
8/28/2017,56,18,16.0,49,5,56
8/29/2017,61,24,21.0,138,6,138
8/30/2017,56,18,20.0,48,5,56
8/31/2017,51,18,16.0,64,5,64
9/1/2017,54,17,16.0,75,6,75
9/2/2017,56,18,15.0,77,3,77
9/3/2017,64,18,19.0,70,5,70
9/4/2017,63,19,20.0,110,9,110
9/5/2017,52,17,19.0,79,6,79
9/6/2017,57,17,19.0,57,4,57
9/7/2017,59,20,16.0,50,3,59
9/8/2017,54,20,16.0,72,3,72
9/9/2017,55,21,16.0,64,4,64
9/10/2017,52,18,17.0,86,4,86
9/11/2017,56,17,20.0,95,4,95
9/12/2017,59,16,20.0,61,5,61
9/13/2017,59,19,21.0,113,6,113
9/14/2017,68,23,21.0,86,6,86
9/15/2017,65,20,21.0,88,6,88
9/16/2017,59,18,18.0,66,5,66
9/17/2017,53,19,15.0,78,3,78
9/18/2017,0,0,0.0,0,0,0
9/19/2017,57,20,16.0,77,6,77
9/20/2017,57,18,17.0,63,5,63
9/21/2017,55,16,18.0,58,6,58
9/22/2017,68,19,18.0,127,9,127
9/23/2017,63,20,21.0,137,7,137
9/24/2017,62,19,20.0,88,5,88
9/25/2017,60,19,21.0,63,8,63
9/26/2017,62,19,24.0,53,5,62
9/27/2017,44,17,20.0,22,3,44
9/28/2017,60,16,31.0,81,7,81
9/29/2017,59,17,22.0,55,9,59
9/30/2017,42,17,20.0,56,4,56
10/1/2017,52,17,20.0,53,4,53
10/2/2017,48,17,26.0,47,4,48
10/3/2017,50,17,22.0,65,7,65
10/4/2017,53,17,20.0,62,6,62
10/5/2017,60,18,21.0,49,5,60
10/6/2017,48,20,16.0,36,4,48
10/7/2017,52,17,20.0,82,4,82
10/8/2017,39,18,19.0,41,4,41
10/9/2017,53,17,19.0,68,5,68
10/10/2017,71,17,30.0,55,6,71
10/11/2017,54,19,20.0,77,5,77
10/12/2017,46,17,23.0,89,6,89
10/13/2017,58,18,29.0,125,7,125
10/14/2017,36,18,19.0,107,5,107
10/15/2017,29,19,15.0,95,4,95
10/16/2017,36,20,18.0,55,4,55
10/17/2017,50,18,22.0,120,6,120
10/18/2017,36,20,21.0,115,6,115
10/19/2017,51,17,23.0,44,5,51
10/20/2017,51,17,24.0,96,6,96
10/21/2017,73,18,37.0,76,7,76
10/22/2017,49,18,21.0,64,3,64
10/23/2017,52,19,17.0,74,6,74
10/24/2017,53,19,25.0,95,5,95
10/25/2017,55,20,20.0,79,5,79
10/26/2017,53,20,19.0,46,4,53
10/27/2017,42,22,18.0,91,8,91
10/28/2017,42,20,23.0,73,6,73
10/29/2017,64,19,33.0,66,6,66
10/30/2017,58,20,24.0,71,5,71
10/31/2017,40,19,21.0,67,5,67
11/1/2017,40,21,19.0,88,11,88
11/2/2017,51,23,19.0,136,6,136
11/3/2017,51,21,19.0,105,8,105
11/4/2017,55,21,20.0,87,5,87
11/5/2017,64,20,27.0,57,9,64
11/6/2017,32,17,16.0,49,3,49
11/7/2017,37,17,19.0,12,3,37
11/8/2017,53,19,27.0,43,5,53
11/9/2017,52,19,21.0,56,4,56
11/10/2017,50,19,28.0,101,5,101
11/11/2017,56,20,24.0,150,5,150
11/12/2017,44,18,18.0,81,3,81
11/13/2017,28,18,21.0,60,4,60
11/14/2017,52,19,27.0,71,5,71
11/15/2017,48,19,22.0,102,5,102
11/16/2017,54,26,27.0,125,6,125
11/17/2017,0,0,32.0,0,0,32
11/18/2017,59,22,27.0,80,5,80
11/19/2017,46,20,22.0,79,9,79
11/20/2017,48,21,20.0,128,5,128
11/21/2017,30,20,19.0,141,5,141
11/22/2017,0,0,0.0,0,0,0
11/23/2017,0,0,0.0,0,0,0
11/24/2017,40,19,17.0,18,2,40
11/25/2017,27,19,18.0,20,2,27
11/26/2017,28,20,15.0,18,2,28
11/27/2017,20,18,16.0,19,2,20
11/28/2017,19,18,16.0,21,2,21
11/29/2017,23,19,16.0,28,3,28
11/30/2017,29,21,23.0,18,4,29
12/1/2017,27,21,21.0,19,3,27
12/2/2017,39,20,18.0,20,3,39
12/3/2017,33,19,17.0,27,3,33
12/4/2017,27,20,15.0,25,2,27
12/5/2017,30,19,18.0,29,4,30
12/6/2017,28,20,19.0,78,6,78
12/7/2017,35,22,19.0,40,4,40
12/8/2017,0,0,0.0,0,0,0
12/9/2017,0,0,0.0,0,0,0
12/10/2017,0,0,0.0,0,0,0
12/11/2017,25,20,17.0,16,2,25
12/12/2017,24,20,25.0,21,2,25
12/13/2017,27,19,24.0,16,1,27
12/14/2017,10,20,20.0,31,4,31
12/15/2017,0,0,0.0,0,0,0
12/16/2017,51,23,22.0,18,2,51
12/17/2017,33,20,18.0,29,2,33
12/18/2017,17,23,17.0,25,2,25
12/19/2017,27,21,19.0,31,4,31
12/20/2017,33,21,18.0,30,3,33
12/21/2017,30,21,22.0,28,3,30
12/22/2017,28,20,26.0,25,3,28
12/23/2017,34,21,21.0,35,3,35
12/24/2017,24,21,18.0,34,2,34
12/25/2017,20,19,14.0,22,2,22
12/26/2017,16,20,14.0,33,2,33
12/27/2017,22,21,15.0,27,3,27
12/28/2017,31,23,17.0,35,3,35
12/29/2017,35,24,21.0,45,4,45
12/30/2017,49,23,18.0,54,3,54
12/31/2017,38,23,21.0,30,4,38
1/1/2018,76,31,38.0,35,9,76
1/2/2018,23,31,24.0,39,14,39
1/3/2018,53,35,35.0,101,23,101
1/4/2018,53,49,34.0,57,15,57
1/5/2018,44,32,26.0,28,10,44
1/6/2018,20,30,22.0,31,5,31
1/7/2018,26,30,14.0,46,5,46
1/8/2018,62,33,19.0,73,17,73
1/9/2018,45,32,16.0,63,14,63
1/10/2018,42,34,16.0,95,17,95
1/11/2018,40,38,18.0,81,19,81
1/12/2018,37,33,18.0,83,17,83
1/13/2018,51,30,17.0,93,21,93
1/14/2018,33,72,17.0,73,14,73
1/15/2018,30,72,19.0,70,12,72
1/16/2018,25,70,19.0,61,10,70
1/17/2018,35,52,19.0,60,13,60
1/18/2018,41,52,22.0,56,15,56
1/19/2018,46,51,29.0,48,19,51
1/20/2018,27,51,18.0,38,7,51
1/21/2018,25,51,18.0,40,8,51
1/22/2018,26,52,17.0,32,6,52
1/23/2018,28,52,17.0,57,9,57
1/24/2018,33,53,20.0,86,19,86
1/25/2018,26,53,22.0,51,15,53
1/26/2018,21,53,19.0,41,7,53
1/27/2018,27,54,19.0,63,6,63
1/28/2018,34,55,20.0,52,6,55
1/29/2018,22,54,18.0,39,7,54
1/30/2018,27,41,22.0,41,7,41
1/31/2018,28,54,21.0,58,12,58
2/1/2018,44,43,37.0,73,13,73
2/2/2018,47,45,56.0,68,12,68
2/3/2018,42,44,35.0,59,12,59
2/4/2018,35,47,35.0,57,12,57
2/5/2018,31,46,32.0,66,9,66
2/6/2018,45,48,71.0,75,16,75
2/7/2018,42,50,60.0,89,14,89
2/8/2018,55,49,62.0,89,22,89
2/9/2018,53,24,88.0,65,14,88
2/10/2018,43,24,52.0,58,16,58
2/11/2018,48,25,39.0,56,12,56
2/12/2018,50,21,56.0,70,12,70
2/13/2018,57,21,32.0,75,13,75
2/14/2018,60,22,27.0,80,17,80
2/15/2018,55,22,63.0,58,15,63
2/16/2018,22,22,23.0,68,14,68
2/17/2018,53,24,23.0,48,14,53
2/18/2018,40,23,23.0,80,9,80
2/19/2018,45,24,20.0,65,14,65
2/20/2018,52,32,35.0,62,14,62
2/21/2018,57,26,22.0,66,26,66
2/22/2018,53,26,66.0,47,19,66
2/23/2018,64,26,88.0,61,14,88
2/24/2018,47,23,22.0,76,11,76
2/25/2018,48,26,20.0,91,11,91
2/26/2018,46,25,33.0,80,15,80
2/27/2018,47,25,42.0,64,17,64
