tanggal,pm10,so2,co,o3,no2,max
2/28/2018,56,28,56.0,80,16,80
3/1/2018,72,24,40.0,126,19,126
3/2/2018,51,29,34.0,146,17,146
3/3/2018,62,30,37.0,109,18,109
3/4/2018,60,30,64.0,194,19,194
3/5/2018,61,23,48.0,79,20,79
3/6/2018,64,28,30.0,103,16,103
3/7/2018,66,26,48.0,76,21,76
3/8/2018,55,29,47.0,107,22,107
3/9/2018,59,30,59.0,81,27,81
3/10/2018,60,25,27.0,54,12,60
3/11/2018,56,25,18.0,63,10,63
3/12/2018,39,24,20.0,46,9,46
3/13/2018,49,28,20.0,61,8,61
3/14/2018,62,31,20.0,89,11,89
3/15/2018,68,37,24.0,136,30,136
3/16/2018,75,30,20.0,191,15,191
3/17/2018,71,32,24.0,155,20,155
3/18/2018,72,31,54.0,195,14,195
3/19/2018,50,27,21.0,156,15,156
3/20/2018,51,29,23.0,202,22,202
3/21/2018,62,25,31.0,87,14,87
3/22/2018,30,25,18.0,51,9,51
3/23/2018,75,44,49.0,94,21,94
3/24/2018,66,30,23.0,55,17,66
3/25/2018,36,24,16.0,64,19,64
3/26/2018,51,27,24.0,90,19,90
3/27/2018,41,24,20.0,94,7,94
3/28/2018,75,31,42.0,195,26,195
3/29/2018,71,34,26.0,129,19,129
3/30/2018,56,30,34.0,105,30,105
3/31/2018,39,48,15.0,67,8,67
4/1/2018,45,25,17.0,57,13,57
4/2/2018,46,27,18.0,57,19,57
4/3/2018,50,26,27.0,80,26,80
4/4/2018,45,28,20.0,96,28,96
4/5/2018,81,37,29.0,202,18,202
4/6/2018,56,29,21.0,144,12,144
4/7/2018,68,31,29.0,74,12,74
4/8/2018,45,28,16.0,51,12,51
4/9/2018,53,33,20.0,85,11,85
4/10/2018,52,36,19.0,66,15,66
4/11/2018,71,33,23.0,92,13,92
4/12/2018,69,58,16.0,57,14,69
4/13/2018,54,56,16.0,121,11,121
4/14/2018,51,22,21.0,141,12,141
4/15/2018,59,27,23.0,168,13,168
4/16/2018,65,33,27.0,185,18,185
4/17/2018,63,26,24.0,142,16,142
4/18/2018,81,29,26.0,80,23,81
4/19/2018,86,27,33.0,133,22,133
4/20/2018,76,24,30.0,92,18,92
4/21/2018,73,26,43.0,162,25,162
4/22/2018,70,26,29.0,117,18,117
4/23/2018,51,22,30.0,84,16,84
4/24/2018,61,23,33.0,90,34,90
4/25/2018,69,23,37.0,48,18,69
4/26/2018,71,30,34.0,56,25,71
4/27/2018,62,23,22.0,48,16,62
4/28/2018,57,25,23.0,96,16,96
4/29/2018,67,23,26.0,120,18,120
4/30/2018,78,24,29.0,89,22,89
5/1/2018,73,25,19.0,101,18,101
5/2/2018,88,25,22.0,183,18,183
5/3/2018,103,27,23.0,166,20,166
5/4/2018,91,27,46.0,164,23,164
5/5/2018,78,26,27.0,137,17,137
5/6/2018,70,26,17.0,109,15,109
5/7/2018,68,27,17.0,77,16,77
5/8/2018,79,26,21.0,204,17,204
5/9/2018,93,27,21.0,156,20,156
5/10/2018,73,25,18.0,107,15,107
5/11/2018,74,27,16.0,83,18,83
5/12/2018,103,27,29.0,144,21,144
5/13/2018,96,26,26.0,131,14,131
5/14/2018,87,26,20.0,178,13,178
5/15/2018,94,27,25.0,143,17,143
5/16/2018,87,28,23.0,151,16,151
5/17/2018,65,25,19.0,80,16,80
5/18/2018,78,26,26.0,86,11,86
5/19/2018,59,24,13.0,102,10,102
5/20/2018,61,25,29.0,98,12,98
5/21/2018,60,25,20.0,185,16,185
5/22/2018,58,25,14.0,80,10,80
5/23/2018,58,26,12.0,74,12,74
5/24/2018,42,25,12.0,94,10,94
5/25/2018,66,26,22.0,92,11,92
5/26/2018,71,29,24.0,119,13,119
5/27/2018,62,26,23.0,156,10,156
5/28/2018,81,24,55.0,120,33,120
5/29/2018,84,31,21.0,118,20,118
5/30/2018,86,25,24.0,191,20,191
5/31/2018,83,28,21.0,183,20,183
6/1/2018,75,27,30.0,115,15,115
6/2/2018,78,26,14.0,86,18,86
6/3/2018,82,26,16.0,145,17,145
6/4/2018,73,27,11.0,125,19,125
6/5/2018,69,26,13.0,146,14,146
6/6/2018,78,26,16.0,133,13,133
6/7/2018,79,25,21.0,179,18,179
6/8/2018,68,27,16.0,162,17,162
6/9/2018,100,27,39.0,167,22,167
6/10/2018,75,27,28.0,203,17,203
6/11/2018,74,27,14.0,169,14,169
6/12/2018,67,26,18.0,161,13,161
6/13/2018,64,25,30.0,163,16,163
6/14/2018,56,25,18.0,144,7,144
6/15/2018,60,26,21.0,161,8,161
6/16/2018,61,37,31.0,139,17,139
6/17/2018,49,27,11.0,88,8,88
6/18/2018,51,27,10.0,75,10,75
6/19/2018,60,26,13.0,97,10,97
6/20/2018,73,26,16.0,86,10,86
6/21/2018,51,27,11.0,70,5,70
6/22/2018,66,28,17.0,94,13,94
6/23/2018,81,27,14.0,77,10,81
6/24/2018,50,25,15.0,110,10,110
6/25/2018,35,25,14.0,100,11,100
6/26/2018,56,26,43.0,107,23,107
6/27/2018,60,26,23.0,136,19,136
6/28/2018,69,27,24.0,146,10,146
6/29/2018,73,28,18.0,213,20,213
6/30/2018,67,30,17.0,193,15,193
7/1/2018,96,28,27.0,205,20,205
7/2/2018,79,29,28.0,142,20,142
7/3/2018,79,29,23.0,166,16,166
7/4/2018,104,31,24.0,209,19,209
7/5/2018,63,29,16.0,123,13,123
7/6/2018,74,31,16.0,113,19,113
7/7/2018,95,32,32.0,104,24,104
7/8/2018,95,29,32.0,111,22,111
7/9/2018,69,29,17.0,116,17,116
7/10/2018,87,29,19.0,124,16,124
7/11/2018,73,32,17.0,129,20,129
7/12/2018,74,32,16.0,117,18,117
7/13/2018,80,30,17.0,107,18,107
7/14/2018,84,33,19.0,117,19,117
7/15/2018,63,29,14.0,129,11,129
7/16/2018,61,33,14.0,222,18,222
7/17/2018,81,30,20.0,205,19,205
7/18/2018,88,29,25.0,208,20,208
7/19/2018,82,30,19.0,188,19,188
7/20/2018,79,30,16.0,113,18,113
7/21/2018,74,32,14.0,151,16,151
7/22/2018,77,29,22.0,166,15,166
7/23/2018,63,25,23.0,191,22,191
7/24/2018,92,32,23.0,184,22,184
7/25/2018,75,29,23.0,153,17,153
7/26/2018,78,33,22.0,168,20,168
7/27/2018,86,31,19.0,197,18,197
7/28/2018,92,32,31.0,234,20,234
7/29/2018,77,30,23.0,202,20,202
7/30/2018,92,31,23.0,174,27,174
7/31/2018,79,29,22.0,156,21,156
8/1/2018,86,31,21.0,129,24,129
8/2/2018,68,31,18.0,207,20,207
8/3/2018,68,32,16.0,211,17,211
8/4/2018,59,31,16.0,194,16,194
8/5/2018,65,35,14.0,203,16,203
8/6/2018,71,34,13.0,202,23,202
8/7/2018,79,35,21.0,162,25,162
8/8/2018,92,33,28.0,144,29,144
8/9/2018,75,37,22.0,186,18,186
8/10/2018,65,33,18.0,165,17,165
8/11/2018,69,31,17.0,126,19,126
8/12/2018,77,31,20.0,127,15,127
8/13/2018,66,30,14.0,134,14,134
8/14/2018,74,31,19.0,151,13,151
8/15/2018,62,30,15.0,185,16,185
8/16/2018,72,31,17.0,140,15,140
8/17/2018,62,31,15.0,154,13,154
8/18/2018,62,30,14.0,143,14,143
8/19/2018,79,32,20.0,149,13,149
8/20/2018,80,30,19.0,101,11,101
8/21/2018,73,32,16.0,122,11,122
8/22/2018,62,31,16.0,164,9,164
8/23/2018,62,30,17.0,161,16,161
8/24/2018,81,32,22.0,110,18,110
8/25/2018,76,31,19.0,202,13,202
8/26/2018,75,30,16.0,131,12,131
8/27/2018,79,31,20.0,166,13,166
8/28/2018,83,31,17.0,182,13,182
8/29/2018,67,30,16.0,161,13,161
8/30/2018,85,31,17.0,153,16,153
8/31/2018,65,30,18.0,130,11,130
9/1/2018,68,29,20.0,145,13,145
9/2/2018,73,30,20.0,136,11,136
9/3/2018,62,37,23.0,175,24,175
9/4/2018,52,37,22.0,217,24,217
9/5/2018,53,31,15.0,140,24,140
9/6/2018,82,44,25.0,148,17,148
9/7/2018,69,33,21.0,147,10,147
9/8/2018,51,33,19.0,175,16,175
9/9/2018,81,34,30.0,126,16,126
9/10/2018,69,33,20.0,132,12,132
9/11/2018,63,33,16.0,102,11,102
9/12/2018,61,32,16.0,164,13,164
9/13/2018,70,46,19.0,190,13,190
9/14/2018,62,44,18.0,233,17,233
9/15/2018,68,37,17.0,196,23,196
9/16/2018,82,34,15.0,119,11,119
9/17/2018,62,33,17.0,83,14,83
9/18/2018,64,32,18.0,141,11,141
9/19/2018,58,34,16.0,85,11,85
9/20/2018,70,34,19.0,77,12,77
9/21/2018,80,33,34.0,75,12,80
9/22/2018,58,33,25.0,157,13,157
9/23/2018,84,33,29.0,130,14,130
9/24/2018,69,33,25.0,152,21,152
9/25/2018,78,32,31.0,197,16,197
9/26/2018,94,50,26.0,202,21,202
9/27/2018,72,37,21.0,146,18,146
9/28/2018,70,33,22.0,194,17,194
9/29/2018,62,33,21.0,165,15,165
9/30/2018,63,32,20.0,145,11,145
10/1/2018,92,33,17.0,124,12,124
10/2/2018,76,41,22.0,88,21,88
10/3/2018,70,32,20.0,144,11,144
10/4/2018,73,32,24.0,109,11,109
10/5/2018,67,34,18.0,146,13,146
10/6/2018,70,33,21.0,123,12,123
10/7/2018,87,34,22.0,128,12,128
10/8/2018,66,34,19.0,185,12,185
10/9/2018,62,34,19.0,173,11,173
10/10/2018,79,36,24.0,190,18,190
10/11/2018,81,36,17.0,149,13,149
10/12/2018,77,35,22.0,118,16,118
10/13/2018,64,35,20.0,189,25,189
10/14/2018,86,35,20.0,138,16,138
10/15/2018,73,33,19.0,119,12,119
10/16/2018,74,33,23.0,210,19,210
10/17/2018,75,34,23.0,217,19,217
10/18/2018,72,36,20.0,207,22,207
10/19/2018,66,30,23.0,146,17,146
10/20/2018,57,31,18.0,212,14,212
10/21/2018,65,33,22.0,139,17,139
10/22/2018,71,28,21.0,150,12,150
10/23/2018,44,26,19.0,148,16,148
10/24/2018,73,35,31.0,139,21,139
10/25/2018,67,30,25.0,97,19,97
10/26/2018,67,29,20.0,119,21,119
10/27/2018,77,26,26.0,104,11,104
10/28/2018,43,23,20.0,90,16,90
10/29/2018,49,25,24.0,85,13,85
10/30/2018,61,31,25.0,104,10,104
10/31/2018,57,27,20.0,97,15,97
11/1/2018,74,27,35.0,95,16,95
11/2/2018,50,26,21.0,85,13,85
11/3/2018,76,29,24.0,173,14,173
11/4/2018,56,26,31.0,110,18,110
11/5/2018,56,24,23.0,101,17,101
11/6/2018,53,28,20.0,122,12,122
11/7/2018,59,28,26.0,96,30,96
11/8/2018,63,32,24.0,89,21,89
11/9/2018,61,24,22.0,98,16,98
11/10/2018,60,24,36.0,166,19,166
11/11/2018,71,40,35.0,104,16,104
11/12/2018,66,24,31.0,144,15,144
11/13/2018,66,23,31.0,129,23,129
11/14/2018,60,23,25.0,65,17,65
11/15/2018,40,23,20.0,51,8,51
11/16/2018,54,31,22.0,234,16,234
11/17/2018,65,36,18.0,145,16,145
11/18/2018,59,28,22.0,120,16,120
11/19/2018,81,25,31.0,90,17,90
11/20/2018,56,25,21.0,94,16,94
11/21/2018,66,31,21.0,163,22,163
11/22/2018,69,26,25.0,129,20,129
11/23/2018,66,27,26.0,203,22,203
11/24/2018,61,24,38.0,193,22,193
11/25/2018,57,25,21.0,77,15,77
11/26/2018,73,24,26.0,90,20,90
11/27/2018,63,24,28.0,126,19,126
11/28/2018,63,26,22.0,109,17,109
11/29/2018,62,27,33.0,76,26,76
11/30/2018,53,24,20.0,131,15,131
12/1/2018,60,26,27.0,112,17,112
12/2/2018,73,36,22.0,132,21,132
12/3/2018,65,31,21.0,97,20,97
12/4/2018,64,24,31.0,71,21,71
12/5/2018,62,25,33.0,81,22,81
12/6/2018,61,27,33.0,94,17,94
12/7/2018,59,40,29.0,134,15,134
12/8/2018,68,25,30.0,134,27,134
12/9/2018,60,25,25.0,104,19,104
12/10/2018,68,24,32.0,137,19,137
12/11/2018,82,26,50.0,123,34,123
12/12/2018,58,26,31.0,214,22,214
12/13/2018,52,26,24.0,117,26,117
12/14/2018,50,24,21.0,92,18,92
12/15/2018,37,24,16.0,47,6,47
12/16/2018,46,25,11.0,63,9,63
12/17/2018,41,30,12.0,128,12,128
12/18/2018,51,27,16.0,160,14,160
12/19/2018,62,27,24.0,195,19,195
12/20/2018,55,27,24.0,97,18,97
12/21/2018,41,25,19.0,64,17,64
12/22/2018,58,32,21.0,66,18,66
12/23/2018,48,26,19.0,44,21,48
12/24/2018,34,24,9.0,45,5,45
12/25/2018,29,24,7.0,70,4,70
12/26/2018,31,25,7.0,69,5,69
12/27/2018,29,25,15.0,55,6,55
12/28/2018,33,24,7.0,63,3,63
12/29/2018,30,24,6.0,50,8,50
12/30/2018,48,12,6.0,53,4,53
12/31/2018,44,18,6.0,43,4,44
1/1/2019,29,15,7.0,71,13,71
1/2/2019,24,17,6.0,79,6,79
1/3/2019,23,16,6.0,65,4,65
1/4/2019,42,18,10.0,64,11,64
1/5/2019,54,29,16.0,51,20,54
1/6/2019,69,34,30.0,105,27,105
1/7/2019,71,47,16.0,132,25,132
1/8/2019,51,22,25.0,143,26,143
1/9/2019,61,22,28.0,198,21,198
1/10/2019,59,22,27.0,128,18,128
1/11/2019,63,23,28.0,91,13,91
1/12/2019,57,26,24.0,90,16,90
1/13/2019,65,24,28.0,119,15,119
1/14/2019,65,25,32.0,99,18,99
1/15/2019,72,27,26.0,59,13,72
1/16/2019,37,23,19.0,64,7,64
1/17/2019,56,23,23.0,101,14,101
1/18/2019,27,23,16.0,103,13,103
1/19/2019,44,24,27.0,127,13,127
1/20/2019,74,30,39.0,82,17,82
1/21/2019,62,24,22.0,94,12,94
1/22/2019,39,24,23.0,92,9,92
1/23/2019,59,23,37.0,70,14,70
1/24/2019,51,19,20.0,81,12,81
1/25/2019,32,19,25.0,74,12,74
1/26/2019,63,22,37.0,118,17,118
1/27/2019,56,18,49.0,74,10,74
1/28/2019,53,20,34.0,77,15,77
1/29/2019,48,19,33.0,88,11,88
1/30/2019,47,21,32.0,73,16,73
1/31/2019,56,23,22.0,54,17,56
2/1/2019,61,20,47.0,93,12,93
2/2/2019,61,37,47.0,79,14,79
2/3/2019,64,26,34.0,95,13,95
2/4/2019,56,27,27.0,86,10,86
2/5/2019,57,20,36.0,80,10,80
2/6/2019,52,26,20.0,75,13,75
2/7/2019,70,39,34.0,65,19,70
2/8/2019,63,44,23.0,132,18,132
2/9/2019,59,24,25.0,144,22,144
2/10/2019,59,23,28.0,81,17,81
2/11/2019,37,19,19.0,71,16,71
2/12/2019,56,34,36.0,94,17,94
2/13/2019,67,26,43.0,71,18,71
2/14/2019,73,35,39.0,91,17,91
2/15/2019,54,23,19.0,89,14,89
2/16/2019,42,21,15.0,111,12,111
2/17/2019,55,20,20.0,79,12,79
2/18/2019,51,23,31.0,88,22,88
2/19/2019,72,26,31.0,123,21,123
2/20/2019,69,24,41.0,70,23,70
2/21/2019,69,26,29.0,86,18,86
2/22/2019,60,34,34.0,77,19,77
2/23/2019,42,22,24.0,102,15,102
2/24/2019,57,26,29.0,88,14,88
2/25/2019,59,28,32.0,115,12,115
2/26/2019,61,29,25.0,88,14,88
2/27/2019,64,22,24.0,67,17,67
2/28/2019,56,21,22.0,98,13,98
3/1/2019,58,19,29.0,70,15,70
3/2/2019,50,51,25.0,62,12,62
3/3/2019,53,23,22.0,82,15,82
3/4/2019,55,22,32.0,104,22,104
3/5/2019,47,21,28.0,83,22,83
3/6/2019,54,21,25.0,60,19,60
3/7/2019,55,24,39.0,112,17,112
3/8/2019,78,25,41.0,155,27,155
3/9/2019,67,35,29.0,215,27,215
3/10/2019,60,26,23.0,164,19,164
3/11/2019,55,23,20.0,55,18,55
3/12/2019,41,20,20.0,51,12,51
3/13/2019,50,27,28.0,122,22,122
3/14/2019,58,26,52.0,162,36,162
3/15/2019,71,29,29.0,132,35,132
3/16/2019,60,26,43.0,128,15,128
3/17/2019,51,21,18.0,82,9,82
3/18/2019,52,21,18.0,65,10,65
3/19/2019,38,20,18.0,68,6,68
3/20/2019,38,20,16.0,65,12,65
3/21/2019,58,21,21.0,74,10,74
3/22/2019,55,20,24.0,58,12,58
3/23/2019,40,20,15.0,75,15,75
3/24/2019,36,20,9.0,55,4,55
3/25/2019,40,20,14.0,42,7,42
3/26/2019,71,21,36.0,89,16,89
3/27/2019,57,22,25.0,192,15,192
3/28/2019,56,21,36.0,130,18,130
3/29/2019,62,24,34.0,182,20,182
3/30/2019,62,24,25.0,190,16,190
3/31/2019,62,23,35.0,194,18,194
4/1/2019,68,21,37.0,167,20,167
4/2/2019,72,21,49.0,101,15,101
4/3/2019,69,21,44.0,146,18,146
4/4/2019,61,21,30.0,172,17,172
4/5/2019,59,25,25.0,83,18,83
4/6/2019,74,21,38.0,195,23,195
4/7/2019,72,21,41.0,243,13,243
4/8/2019,57,22,24.0,235,17,235
4/9/2019,72,25,27.0,127,18,127
4/10/2019,82,25,32.0,199,27,199
4/11/2019,69,23,23.0,153,17,153
4/12/2019,55,22,38.0,78,10,78
4/13/2019,55,21,42.0,62,10,62
4/14/2019,45,22,37.0,112,14,112
4/15/2019,64,22,39.0,122,23,122
4/16/2019,62,22,43.0,119,16,119
4/17/2019,69,22,39.0,80,16,80
4/18/2019,73,21,26.0,111,16,111
4/19/2019,60,22,21.0,42,9,60
4/20/2019,33,21,16.0,105,20,105
4/21/2019,60,22,27.0,110,16,110
4/22/2019,60,23,24.0,63,9,63
4/23/2019,63,24,18.0,73,10,73
4/24/2019,57,22,20.0,72,15,72
4/25/2019,67,22,45.0,85,12,85
4/26/2019,42,21,22.0,124,22,124
4/27/2019,55,21,38.0,90,11,90
4/28/2019,65,22,46.0,78,11,78
4/29/2019,56,22,35.0,130,19,130
4/30/2019,59,22,29.0,111,21,111
5/1/2019,53,21,29.0,80,11,80
5/2/2019,48,13,18.0,29,6,48
5/3/2019,50,26,24.0,99,16,99
5/4/2019,72,22,32.0,92,15,92
5/5/2019,59,22,34.0,91,15,91
5/6/2019,52,16,22.0,93,13,93
5/7/2019,71,18,31.0,89,16,89
5/8/2019,77,23,52.0,132,21,132
5/9/2019,69,23,32.0,149,22,149
5/10/2019,57,22,26.0,87,16,87
5/11/2019,52,21,22.0,65,13,65
5/12/2019,69,22,24.0,76,12,76
6/1/2019,63,23,19.0,104,15,104
6/2/2019,70,23,23.0,106,14,106
6/3/2019,55,23,18.0,89,10,89
6/4/2019,75,24,20.0,82,11,82
6/5/2019,82,25,26.0,65,13,82
6/6/2019,51,23,11.0,75,9,75
6/7/2019,51,24,11.0,54,8,54
6/8/2019,50,22,13.0,105,9,105
6/9/2019,51,23,18.0,98,15,98
6/10/2019,57,23,20.0,88,16,88
6/11/2019,57,24,22.0,105,22,105
6/12/2019,68,24,22.0,108,18,108
6/13/2019,79,24,25.0,148,21,148
6/14/2019,73,25,21.0,98,16,98
6/15/2019,57,24,27.0,112,24,112
6/16/2019,66,24,24.0,107,17,107
6/17/2019,75,25,24.0,93,14,93
6/18/2019,69,27,20.0,74,12,74
6/19/2019,80,27,19.0,92,16,92
6/20/2019,87,25,34.0,99,17,99
6/21/2019,79,27,23.0,103,13,103
6/22/2019,80,28,19.0,133,15,133
6/23/2019,72,26,20.0,134,17,134
6/24/2019,79,27,20.0,103,13,103
6/25/2019,89,26,25.0,89,14,89
6/26/2019,84,27,21.0,80,15,84
6/27/2019,81,26,25.0,142,17,142
6/28/2019,69,29,28.0,143,21,143
6/29/2019,69,29,26.0,173,17,173
6/30/2019,64,27,16.0,83,12,83
7/1/2019,69,26,23.0,96,15,96
7/2/2019,71,26,24.0,108,15,108
7/3/2019,71,28,21.0,87,16,87
7/4/2019,77,25,20.0,78,16,78
7/5/2019,67,26,23.0,91,13,91
7/6/2019,62,27,22.0,82,13,82
7/7/2019,63,26,12.0,58,7,63
7/8/2019,61,27,17.0,84,10,84
7/9/2019,69,26,22.0,111,18,111
7/10/2019,64,31,14.0,91,15,91
7/11/2019,71,28,20.0,63,14,71
7/12/2019,67,28,17.0,77,13,77
7/13/2019,67,27,18.0,163,14,163
7/14/2019,84,29,22.0,160,17,160
7/15/2019,70,26,23.0,77,18,77
7/16/2019,78,27,24.0,92,19,92
7/17/2019,68,27,27.0,107,19,107
7/18/2019,74,27,23.0,87,16,87
7/19/2019,68,28,26.0,58,18,68
7/20/2019,75,27,22.0,113,22,113
7/21/2019,79,27,18.0,91,12,91
7/22/2019,71,25,24.0,121,21,121
7/23/2019,83,28,23.0,78,15,83
7/24/2019,76,28,20.0,92,19,92
7/25/2019,79,28,37.0,124,25,124
7/26/2019,83,28,21.0,96,21,96
7/27/2019,73,27,17.0,94,13,94
7/28/2019,90,27,17.0,115,13,115
7/29/2019,75,27,27.0,129,17,129
7/30/2019,83,27,26.0,99,15,99
8/1/2019,71,27,22.0,115,18,115
8/2/2019,76,28,22.0,96,20,96
8/3/2019,77,28,20.0,92,19,92
8/4/2019,71,27,18.0,80,17,80
8/5/2019,64,28,0.0,117,22,117
8/6/2019,66,29,20.0,140,18,140
8/7/2019,79,28,22.0,127,14,127
8/8/2019,98,22,24.0,146,21,146
8/9/2019,74,29,21.0,119,18,119
8/10/2019,82,29,24.0,100,18,100
8/11/2019,68,27,21.0,72,9,72
8/12/2019,71,27,17.0,73,10,73
8/13/2019,70,29,21.0,57,10,70
8/14/2019,67,28,19.0,69,18,69
8/15/2019,72,28,22.0,102,17,102
8/16/2019,92,28,48.0,207,19,207
8/17/2019,71,27,22.0,174,14,174
8/18/2019,69,27,25.0,108,10,108
8/19/2019,71,29,25.0,185,19,185
8/20/2019,75,31,23.0,171,18,171
8/21/2019,70,30,20.0,76,11,76
8/22/2019,70,21,20.0,88,14,88
8/23/2019,81,28,29.0,201,18,201
8/24/2019,77,28,22.0,171,19,171
8/25/2019,66,29,17.0,128,12,128
8/26/2019,78,30,22.0,184,16,184
8/27/2019,79,35,24.0,149,22,149
8/28/2019,69,27,28.0,108,17,108
8/29/2019,76,28,28.0,132,14,132
8/30/2019,72,30,22.0,96,12,96
8/31/2019,76,29,30.0,78,15,78
9/1/2019,74,22,26.0,109,10,109
9/2/2019,71,20,24.0,187,16,187
9/3/2019,73,31,20.0,141,20,141
9/4/2019,78,30,24.0,144,13,144
9/5/2019,75,30,26.0,113,12,113
9/6/2019,74,30,23.0,127,15,127
9/7/2019,73,30,26.0,127,15,127
9/8/2019,65,31,20.0,126,11,126
9/9/2019,67,29,20.0,106,14,106
9/10/2019,70,30,21.0,91,13,91
9/11/2019,75,32,25.0,160,16,160
9/12/2019,78,30,25.0,143,18,143
9/13/2019,84,33,23.0,156,18,156
9/14/2019,76,32,21.0,156,15,156
9/15/2019,74,31,22.0,99,14,99
9/16/2019,67,30,24.0,74,10,74
9/17/2019,66,32,21.0,77,14,77
9/18/2019,71,32,22.0,132,16,132
9/19/2019,70,32,25.0,107,12,107
9/20/2019,66,31,19.0,91,13,91
9/21/2019,63,34,16.0,169,14,169
9/22/2019,78,32,16.0,153,12,153
9/23/2019,70,33,18.0,87,12,87
9/24/2019,73,32,18.0,112,12,112
9/25/2019,78,26,24.0,174,17,174
9/26/2019,74,31,21.0,110,14,110
9/27/2019,72,31,23.0,131,16,131
9/28/2019,63,33,18.0,102,10,102
9/29/2019,75,31,19.0,115,14,115
9/30/2019,71,31,18.0,146,14,146
10/1/2019,134,33,20.0,184,16,184
10/2/2019,79,34,15.0,153,16,153
10/3/2019,78,31,19.0,138,21,138
10/4/2019,76,33,19.0,169,23,169
10/5/2019,73,51,14.0,89,38,89
10/6/2019,62,31,10.0,164,8,164
10/7/2019,73,33,15.0,100,11,100
10/8/2019,90,34,22.0,138,13,138
10/9/2019,68,31,19.0,130,16,130
10/10/2019,73,32,20.0,173,18,173
10/11/2019,80,33,21.0,207,24,207
10/12/2019,77,33,31.0,177,14,177
10/13/2019,70,33,17.0,173,13,173
10/14/2019,79,34,18.0,156,13,156
10/15/2019,64,32,18.0,178,14,178
10/16/2019,74,31,23.0,144,17,144
10/17/2019,64,31,20.0,156,12,156
10/18/2019,60,33,17.0,104,14,104
10/19/2019,75,32,19.0,78,11,78
10/20/2019,71,32,24.0,147,12,147
10/21/2019,73,33,40.0,87,11,87
10/22/2019,70,33,16.0,135,16,135
10/23/2019,70,33,20.0,140,17,140
10/24/2019,77,34,18.0,129,18,129
10/25/2019,75,33,19.0,172,12,172
10/26/2019,75,34,19.0,180,15,180
10/27/2019,83,34,28.0,153,12,153
10/28/2019,68,19,21.0,121,15,121
10/29/2019,85,34,30.0,97,14,97
10/30/2019,69,34,21.0,171,16,171
10/31/2019,76,35,18.0,120,14,120
11/1/2019,55,34,16.0,120,14,120
11/2/2019,59,32,17.0,87,13,87
11/3/2019,58,34,14.0,92,12,92
11/4/2019,57,34,16.0,137,12,137
11/5/2019,70,34,19.0,193,17,193
11/6/2019,65,33,27.0,156,17,156
11/7/2019,68,35,24.0,209,21,209
11/8/2019,85,35,26.0,150,24,150
11/9/2019,81,38,17.0,220,16,220
11/10/2019,80,35,16.0,183,20,183
11/11/2019,70,36,13.0,162,18,162
11/12/2019,71,22,22.0,134,16,134
11/13/2019,80,35,34.0,125,20,125
11/14/2019,76,34,32.0,60,15,76
11/15/2019,73,37,33.0,94,11,94
11/16/2019,66,36,20.0,81,12,81
11/17/2019,63,35,20.0,126,14,126
11/18/2019,69,35,17.0,165,22,165
11/19/2019,72,35,21.0,100,17,100
11/20/2019,53,21,18.0,134,15,134
11/21/2019,72,36,21.0,103,14,103
11/22/2019,60,35,27.0,112,17,112
11/23/2019,85,36,34.0,146,19,146
11/24/2019,68,37,27.0,167,13,167
11/25/2019,67,36,23.0,160,18,160
11/26/2019,81,35,30.0,125,15,125
11/27/2019,70,34,38.0,101,12,101
11/28/2019,71,36,28.0,106,14,106
11/29/2019,63,35,25.0,124,11,124
11/30/2019,56,34,26.0,111,13,111
12/1/2019,63,34,30.0,117,10,117
12/2/2019,53,35,21.0,136,14,136
12/3/2019,68,23,28.0,107,16,107
12/4/2019,61,36,29.0,125,13,125
12/5/2019,61,34,22.0,143,13,143
12/6/2019,61,35,25.0,159,11,159
12/7/2019,48,35,20.0,86,10,86
12/8/2019,56,35,29.0,120,10,120
12/9/2019,71,35,30.0,155,19,155
12/10/2019,63,35,24.0,91,12,91
12/11/2019,74,37,31.0,184,14,184
12/12/2019,74,36,28.0,87,14,87
12/13/2019,71,37,29.0,120,13,120
12/14/2019,63,37,23.0,94,13,94
12/15/2019,63,36,19.0,99,11,99
12/16/2019,76,36,22.0,88,18,88
12/17/2019,62,36,22.0,75,12,75
12/18/2019,58,35,28.0,140,17,140
12/19/2019,64,37,30.0,96,14,96
12/20/2019,72,38,30.0,99,16,99
12/21/2019,72,37,35.0,109,15,109
12/22/2019,53,36,24.0,94,13,94
12/23/2019,60,36,32.0,99,18,99
12/24/2019,68,37,34.0,105,11,105
12/25/2019,58,37,26.0,73,9,73
12/26/2019,54,37,22.0,91,12,91
12/27/2019,55,38,26.0,84,11,84
12/28/2019,64,37,34.0,61,11,64
12/29/2019,64,38,36.0,69,10,69
12/30/2019,77,37,55.0,89,9,89
12/31/2019,52,37,23.0,55,9,55
1/1/2020,38,36,25.0,46,9,46
1/2/2020,45,36,39.0,102,8,102
1/3/2020,51,37,27.0,63,10,63
1/4/2020,51,38,19.0,85,10,85
1/5/2020,52,39,25.0,62,9,62
1/6/2020,62,37,39.0,64,9,64
1/7/2020,50,38,39.0,66,11,66
1/8/2020,52,40,22.0,70,11,70
1/9/2020,82,38,58.0,71,13,82
1/10/2020,44,37,27.0,47,9,47
1/11/2020,44,38,25.0,80,9,80
1/12/2020,43,38,17.0,46,5,46
1/13/2020,42,38,15.0,51,8,51
